emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,angle_pitch,angle_roll,angle_yaw
126,128,128,128,127,128,127,129,200,178,244,127,127,127,111,123,70
126,128,127,128,127,128,128,129,200,178,244,127,127,127,111,123,70
126,128,127,128,127,128,128,129,200,178,244,127,127,127,111,123,70
126,128,127,128,127,128,128,129,200,178,244,127,127,127,111,123,70
127,129,130,128,127,128,127,128,200,178,244,127,127,127,111,123,70
127,129,130,128,127,128,127,128,200,178,244,127,127,127,111,123,70
127,129,129,128,127,128,127,128,200,178,244,127,127,127,111,123,70
127,129,129,128,127,128,127,128,200,178,244,127,127,127,111,123,70
126,129,129,128,127,128,127,128,200,178,244,127,127,127,111,123,70
126,128,128,128,127,128,127,128,200,178,244,127,127,127,111,123,70
127,128,129,129,128,128,127,128,200,178,244,127,127,127,111,123,70
127,128,129,129,128,128,127,128,200,178,244,127,127,127,111,123,70
127,128,129,129,128,128,127,128,200,178,244,127,127,127,111,123,70
127,128,129,130,128,128,128,129,200,178,244,127,127,127,111,123,70
127,127,126,128,127,128,127,128,200,178,244,127,127,127,111,123,70
127,127,127,128,127,128,127,128,200,178,244,127,127,127,111,123,70
127,127,128,128,127,128,127,127,200,178,244,127,127,127,111,123,70
127,127,128,128,127,128,127,128,200,178,244,127,127,127,111,123,70
127,127,128,128,127,128,127,128,200,178,244,127,127,127,111,123,70
127,128,128,129,127,128,127,128,200,178,244,127,127,127,111,123,70
127,127,127,126,126,127,127,127,200,178,244,127,127,127,111,123,70
127,127,127,126,126,127,127,128,200,178,244,127,127,127,111,123,70
126,127,127,126,126,127,125,126,200,178,244,127,127,127,111,123,70
127,127,128,126,126,127,125,127,200,178,244,127,127,127,111,123,70
127,127,128,126,126,127,126,127,200,178,244,127,127,127,111,123,70
127,127,128,126,126,127,126,127,200,178,244,127,127,127,111,123,70
127,127,128,126,126,127,126,127,200,178,244,127,127,127,111,123,70
127,127,128,126,126,127,127,127,200,178,244,127,127,127,111,123,70
127,127,128,126,126,127,127,127,200,178,244,127,127,127,111,123,70
